Scenario	Replication	[StatsEaten3].NumberProcessed		[StatsEaten3].SampleAverage/1[min]		[StatsEatenQueue3].SampleAverage/1[min]		[StatsEaten3].SampleStandardDeviation/1[min]		[StatsAttempt3].NumberProcessed		[StatsAttempt3].SampleAverage/1[min]		[StatsAttempt3].SampleStandardDeviation/1[min]		[StatsEaten5].NumberProcessed		[StatsEaten5].SampleAverage/1[min]		[StatsEatenQueue5].SampleAverage/1[min]		[StatsEaten5].SampleStandardDeviation/1[min]		[StatsAttempt5].NumberProcessed		[StatsAttempt5].SampleAverage/1[min]		[StatsAttempt5].SampleStandardDeviation/1[min]		[RejectedTwice1].NumberProcessed		[RejectedTwice2].NumberProcessed		[RejectedTwice3].NumberProcessed		[RejectedTwice4].NumberProcessed		[RejectedTwice5].NumberProcessed	
1	60	1487.0		2.963691067690187		8.304716634648269		0.8238993958969447		1504.0		8.348079692490844		6.65527883847519		1017.0		2.8514882224570908		5.262228595848714		0.861308534558565		1017.0		5.262228595848714		4.160590087890353		0.0		3.0		0.0		0.0		2.0	
1	61	1500.0		2.9489377701842248		8.572933973364764		0.9544955179953363		1516.0		8.62084900280581		5.973449313340707		996.0		2.952461063822864		4.530346090993772		0.7984697322426388		996.0		4.530346090993772		3.7236000318243425		0.0		1.0		1.0		0.0		3.0	
1	62	1513.0		2.8851705020041734		8.666598388450637		0.8673439580048241		1521.0		8.664271189964524		6.279542074099465		990.0		2.8118545292467036		5.120194482280355		0.779023696894961		990.0		5.120194482280355		4.2491548158723		0.0		1.0		0.0		0.0		0.0	
1	63	1470.0		2.964378739249779		8.83863790087412		0.9340090365041502		1487.0		8.801086635345664		6.36199525118173		988.0		2.8859592017218407		4.68897105657969		0.7786752674366532		988.0		4.68897105657969		3.4398431607593083		0.0		2.0		0.0		0.0		0.0	
1	64	1449.0		2.893470453947108		7.322750755091087		0.8693485939416236		1477.0		7.3868279391120195		5.3359568495021295		1004.0		3.161691823459022		4.76555390381696		0.9405600222871953		1004.0		4.76555390381696		3.5377476865850435		0.0		5.0		0.0		0.0		3.0	
1	65	1502.0		2.955974553215262		9.089355296988158		0.845193703607245		1523.0		9.067158065975844		6.737467012247453		1001.0		2.7958071765050385		5.387210369010716		0.7302365597183367		1005.0		5.383901937777045		3.8001308362204327		0.0		3.0		0.0		0.0		2.0	
1	66	1505.0		2.984635043119128		10.807027248589913		0.820648157217231		1514.0		10.79678994208113		8.202249127469607		1011.0		2.896936810973238		5.327500372734792		0.8403269752312739		1011.0		5.327500372734792		4.276195473049086		0.0		2.0		0.0		0.0		0.0	
1	67	1494.0		2.9703355624498857		9.164783689708445		0.9444652022611669		1517.0		9.147425301564533		6.662226684297043		1008.0		3.0524594121015562		5.632756612628962		0.7840995706846614		1009.0		5.627354662947353		4.182124562730928		0.0		3.0		0.0		0.0		2.0	
1	68	1476.0		2.9118914566494487		8.460580460779116		0.8275167095279723		1496.0		8.481940253522508		5.994355497911572		1003.0		2.8595078839051267		4.675759741254294		0.8661628683427204		1003.0		4.675759741254294		3.686420005177261		0.0		5.0		0.0		0.0		1.0	
1	69	1434.0		2.940805024281331		8.728301354136274		0.8478954920814403		1465.0		8.689737816553547		6.373917263015543		1015.0		2.8780452025619687		4.839723052641645		0.9351849763493544		1015.0		4.839723052641645		3.720859683747276		0.0		1.0		1.0		0.0		5.0	
1	70	1518.0		3.00222024446591		9.110020427312666		0.9618063367234273		1524.0		9.023385852813869		6.370356790944825		983.0		2.985555961465056		5.6075109875719615		0.823432819731892		983.0		5.6075109875719615		4.544445955634703		0.0		0.0		0.0		0.0		0.0	
1	71	1414.0		2.9498526390290474		9.199201474735041		0.9291469525909045		1434.0		9.179762153999835		6.637153217201111		988.0		2.8580389926779106		5.187032719752308		0.8437906490740353		990.0		5.193579680977507		3.776324186191145		0.0		1.0		0.0		1.0		7.0	
1	72	1401.0		2.911215997044732		8.121965516239168		0.8358871438652516		1429.0		8.150310132660104		6.100341469539311		1013.0		2.9301288002947543		4.731674811568287		0.8962013578781559		1013.0		4.731674811568287		3.7702177492694147		0.0		6.0		0.0		0.0		4.0	
1	73	1515.0		3.206678186297196		9.929706485150195		1.0229363666426616		1527.0		9.915331072984545		7.3829888526110965		999.0		2.978821797047996		5.619412411486477		0.7815202130868307		999.0		5.619412411486477		4.1008606277876725		0.0		0.0		0.0		0.0		1.0	
1	74	1491.0		2.927655277649486		8.689399841839098		0.86417820769971		1506.0		8.652320827667044		6.315471424308636		997.0		2.8308752826223818		4.8926040143196925		0.8123230179776009		998.0		4.898980268087116		3.700788513298667		0.0		3.0		0.0		0.0		0.0	
1	75	1506.0		2.9633163816893684		8.640958981360068		0.7635852538942184		1520.0		8.672416604846578		6.362594971061699		993.0		2.8582196097832155		4.8343485848080485		0.8803497488742699		995.0		4.834603720212363		3.6933118580791526		0.0		1.0		0.0		0.0		2.0	
1	76	1456.0		3.0301273870040095		8.481880063711747		0.9462001700419002		1474.0		8.473535829106062		6.3799686736281895		996.0		2.9444038902594727		5.778827339244207		0.9714529320995493		997.0		5.779268661037235		4.609642804166808		0.0		1.0		2.0		0.0		3.0	
1	77	1536.0		2.948633022736314		7.821177772956489		0.9147004422553164		1544.0		7.828648342389594		6.0974348768061155		1027.0		2.9567082820014132		5.000528682203057		0.7912976755399747		1027.0		5.000528682203057		3.863039848184148		0.0		2.0		0.0		0.0		0.0	
1	78	1500.0		2.8523451896450545		8.552481215110046		0.806035994786051		1516.0		8.515873056961096		6.084248014353564		994.0		2.995367571764108		4.680080183943996		0.9362376657178427		994.0		4.680080183943996		3.894152153140972		0.0		2.0		0.0		0.0		1.0	
1	79	1535.0		2.8867530951192077		8.783738524893318		0.8103842236714388		1550.0		8.818049080571202		6.284629370486982		1017.0		2.9098364563022074		5.624220249568765		0.8541143632149625		1017.0		5.624220249568765		4.417507589726642		0.0		1.0		0.0		0.0		1.0	
1	80	1507.0		3.0748014414109677		9.688158526483448		0.8779904355635196		1519.0		9.6846640342512		7.1556012419552415		1000.0		3.0978541764193275		5.945203591031809		0.9210454517569968		1000.0		5.945203591031809		4.450553287516036		0.0		1.0		0.0		0.0		2.0	
1	81	1419.0		2.9110110407581473		8.042627585867086		0.9050478414579531		1444.0		8.047851806295691		6.169374066191391		996.0		2.9517539535384354		5.862400301677378		0.8049479748676751		998.0		5.845872782859255		4.6311179625580055		0.0		4.0		0.0		0.0		5.0	
1	82	1520.0		2.7603618213065815		8.681234907957284		0.812038385572777		1535.0		8.690847308075025		6.668947243108201		1003.0		2.9156541697874205		5.7335894207739715		0.6964834488212485		1005.0		5.71901899853674		3.926933126066677		0.0		2.0		0.0		0.0		2.0	
1	83	1457.0		2.8683407936775276		8.416636524946208		0.7757387241663107		1479.0		8.377448140018663		6.458969947764567		983.0		2.935607088296669		4.558459058455248		0.8113932017354379		983.0		4.558459058455248		3.4332243120304167		0.0		1.0		0.0		0.0		4.0	
1	84	1488.0		2.914241573711079		8.399868646400156		0.7950284937347557		1507.0		8.400486898221077		6.051654884539179		1002.0		3.0404737748931163		5.886259147099107		0.8314891345405226		1002.0		5.886259147099107		4.218845971063106		0.0		2.0		0.0		0.0		3.0	
1	85	1443.0		2.8651224828144426		7.316469081278654		0.7867992320146373		1462.0		7.3319250090285895		5.292433723198489		1007.0		2.852685859205617		5.1440222368624715		0.8269331957667065		1007.0		5.1440222368624715		3.9584974113956806		0.0		4.0		0.0		0.0		2.0	
1	86	1446.0		3.001384039047443		8.912321134594979		0.9280034755967461		1464.0		8.83116439893703		6.195598578567144		1001.0		2.921096388812934		4.181562178540372		0.9116060237786653		1001.0		4.181562178540372		3.4111018102783293		0.0		2.0		0.0		0.0		1.0	
1	87	1529.0		3.004954842485475		9.896864832626164		0.7223990109334515		1536.0		9.846986121905148		7.0222260232422125		1000.0		2.953719494106481		5.0289391859200405		0.8433989642591339		1000.0		5.0289391859200405		3.851748750093178		0.0		1.0		0.0		0.0		0.0	
1	88	1513.0		3.1402528600616635		9.188305799413282		0.9678884093697182		1524.0		9.21646535660024		6.830767772196223		1007.0		2.847363571810504		5.116073577272873		0.8238310989394456		1007.0		5.116073577272873		3.8790337508130333		0.0		3.0		0.0		0.0		0.0	
1	89	1463.0		3.019201663473155		9.04456930439583		0.8614439155534837		1481.0		8.970767263616414		6.511826751878743		997.0		2.9292056203424868		5.099830229409837		0.9540516796569137		998.0		5.085569486601809		3.9258369916879747		0.0		2.0		0.0		0.0		2.0	
1	90	1468.0		3.0707163573713214		9.388344484796725		0.9856871653496954		1493.0		9.35469267932906		7.205833012677505		999.0		2.8885683327680107		4.930655739593749		0.9304778815591731		999.0		4.930655739593749		3.8717201216554873		0.0		4.0		0.0		0.0		3.0	
1	91	1515.0		2.7692686774056385		8.397393451669231		0.7764280299296761		1530.0		8.345524820067615		6.123878825775497		1009.0		3.0089977124218614		4.917166419014101		0.8928688581341865		1009.0		4.917166419014101		3.859767685181076		0.0		1.0		0.0		0.0		1.0	
1	92	1462.0		3.0775839434228556		8.243818200730988		0.9868872846843064		1477.0		8.292071893425566		6.066400356152277		993.0		3.0916497498073574		5.264744935200076		0.887085533099612		993.0		5.264744935200076		4.056913180405929		0.0		2.0		0.0		0.0		4.0	
1	93	1414.0		2.952488154942926		7.835166215316485		0.8927867304840753		1434.0		7.868019942187248		5.844654407870924		995.0		3.0610503881923496		5.551773296136182		0.915222368618266		995.0		5.551773296136182		4.225372881100263		0.0		5.0		0.0		0.0		2.0	
1	94	1494.0		2.8711454084977976		8.54029589114763		0.8433401745600961		1505.0		8.553901859862327		6.065468630950182		990.0		2.787382816063157		5.368673161867074		0.7903208080425836		990.0		5.368673161867074		3.7520509099859276		0.0		1.0		0.0		0.0		1.0	
1	95	1412.0		3.072049801794587		8.092022470075024		0.891761710855306		1442.0		7.993298400205485		5.563484609375487		1013.0		2.9908118558047736		5.066963506217513		0.7828972904715722		1013.0		5.066963506217513		3.780777538098237		0.0		5.0		0.0		0.0		3.0	
1	96	1449.0		2.961475972559413		8.072873907770267		0.8069957201524789		1470.0		8.068182798715647		6.003018834998158		1000.0		3.047465012701066		5.302824436076873		0.9930847134371423		1001.0		5.288978392093955		4.088761512969408		0.0		5.0		0.0		0.0		2.0	
