Scenario	Replication	[StatsEaten3].NumberProcessed		[StatsEaten3].SampleAverage/1[min]		[StatsEatenQueue3].SampleAverage/1[min]		[StatsEaten3].SampleStandardDeviation/1[min]		[StatsAttempt3].NumberProcessed		[StatsAttempt3].SampleAverage/1[min]		[StatsAttempt3].SampleStandardDeviation/1[min]		[StatsEaten5].NumberProcessed		[StatsEaten5].SampleAverage/1[min]		[StatsEatenQueue5].SampleAverage/1[min]		[StatsEaten5].SampleStandardDeviation/1[min]		[StatsAttempt5].NumberProcessed		[StatsAttempt5].SampleAverage/1[min]		[StatsAttempt5].SampleStandardDeviation/1[min]		[RejectedTwice1].NumberProcessed		[RejectedTwice2].NumberProcessed		[RejectedTwice3].NumberProcessed		[RejectedTwice4].NumberProcessed		[RejectedTwice5].NumberProcessed	
1	225	1509.0		2.9943754516857335		9.500759820451755		0.8993820644833084		1515.0		9.496807500837557		6.492301164471472		987.0		2.9636159203363954		4.752503680634351		0.7271200993140857		987.0		4.752503680634351		3.5966606319174077		0.0		1.0		0.0		0.0		0.0	
1	226	1486.0		2.9944770409083614		9.092377225115516		0.9143473960795654		1498.0		9.116607611938267		6.721009436968314		988.0		3.0333663944689166		5.174236577761556		0.8372931390153044		988.0		5.174236577761556		3.866241172682241		0.0		3.0		0.0		0.0		0.0	
1	227	1520.0		2.967018808426522		9.101211508264075		0.8261444731490454		1531.0		9.07736554190607		6.88414275418277		1009.0		2.8254129296625417		4.575011355008297		0.8153546979585591		1009.0		4.575011355008297		3.2319625485411754		0.0		1.0		0.0		0.0		0.0	
1	228	1520.0		3.0356026252535955		11.704985783015282		0.8902729563022368		1536.0		11.690143028357607		8.366878369258156		1012.0		2.9515267075999514		6.228240005812041		0.8919070652474055		1015.0		6.210694584980218		4.592344335366785		0.0		4.0		0.0		0.0		1.0	
1	229	1496.0		2.981246941216942		8.02177835401407		0.8912163117771816		1513.0		8.018426240479139		5.837862951675947		1009.0		2.964841799226243		4.58751146641508		0.7140213086926105		1010.0		4.5921605442748294		3.3376112510806832		0.0		3.0		0.0		0.0		1.0	
1	230	1522.0		2.886099097299143		8.484466809282617		0.7551514426909383		1541.0		8.4839835895081		6.035272325992571		995.0		2.9050660309141683		4.670037287468836		0.8215326423425823		995.0		4.670037287468836		3.702743644440244		0.0		1.0		0.0		0.0		2.0	
1	231	1487.0		2.952324031795006		8.858722756745122		0.7769063493625741		1506.0		8.77332501878832		6.400954534029267		1003.0		2.8069941047686267		4.759715335516288		0.7379721919465446		1003.0		4.759715335516288		3.3339614288471533		0.0		2.0		0.0		0.0		1.0	
1	232	1370.0		2.891536217485203		8.984170902459143		0.9192517283102926		1399.0		8.910004411097246		6.639853695655572		990.0		2.80176364521775		5.856156056697596		0.7517600111655846		994.0		5.866611313791805		4.340004631809809		0.0		6.0		1.0		0.0		3.0	
1	233	1453.0		2.934737120111982		8.545890098683032		0.7856925215845815		1475.0		8.588061230739216		6.1406824426691315		1002.0		2.970844317506472		5.517199875629937		0.8635359783411667		1002.0		5.517199875629937		4.427033517691687		0.0		5.0		0.0		0.0		2.0	
1	234	1517.0		3.099780531278214		9.041668108237245		0.9580654461843352		1524.0		9.04477643721543		6.726001868902155		985.0		2.9552119952894427		5.650111553574396		0.8664602454404459		986.0		5.653662337711835		4.082199006499348		0.0		1.0		0.0		0.0		0.0	
1	235	1424.0		3.020869720176623		9.951341248871417		0.8371525467630915		1449.0		9.867228524822336		7.163372576849086		1015.0		3.0300078607285506		5.666603499634251		0.889630223462111		1016.0		5.66397778283384		4.277513248730655		0.0		3.0		0.0		0.0		5.0	
1	236	1429.0		3.0454871108523807		6.918736096901712		0.9097431839747524		1455.0		6.9409988720121385		5.054740072734851		1015.0		2.9828391895459845		5.048671780530264		0.7404276435515286		1015.0		5.048671780530264		3.8268846128136924		0.0		5.0		0.0		0.0		5.0	
1	237	1420.0		2.9619682882170495		9.23367635315438		0.8149098390527834		1445.0		9.153926919888768		6.388456842585467		963.0		2.872728360069035		5.012020927013152		0.8040985004741666		965.0		5.019080878111307		4.0847206001954595		0.0		1.0		0.0		1.0		5.0	
1	238	1445.0		2.877216971709329		8.551812719428519		0.8269479900182173		1472.0		8.539202944678463		6.21320535369604		997.0		2.9990453344465764		5.152973206894259		0.8674558763174817		997.0		5.152973206894259		4.052631105175751		0.0		5.0		0.0		0.0		3.0	
1	239	1309.0		3.158275133157694		8.248634239368442		1.0784734416194233		1344.0		8.208734876180765		6.189916961693223		1005.0		3.01753090790269		5.1406289498616955		0.8203507343963672		1006.0		5.135848791834182		3.8037564989885215		0.0		6.0		0.0		0.0		8.0	
1	240	1406.0		2.96151424753982		7.117873670752703		0.9038484680707739		1436.0		7.106867856273296		5.216812951458219		1006.0		2.814959236127679		4.243535938063315		0.7392384741881877		1008.0		4.22790695846783		3.161706487545152		0.0		4.0		1.0		0.0		4.0	
1	241	1505.0		3.009636403133441		9.221509300395825		1.00437751172067		1510.0		9.188219524041756		6.490285040004519		975.0		3.081339609874375		4.982074257969481		0.9029014173619486		978.0		4.9486923615690595		3.5618921679855977		0.0		0.0		0.0		0.0		0.0	
1	242	1473.0		2.951770363279944		9.545748591535867		0.8608517446561349		1501.0		9.57540052642282		6.967737727246606		1009.0		2.9159142251253534		5.4370729551122645		0.7379176279465333		1009.0		5.4370729551122645		4.220615923225034		0.0		7.0		0.0		0.0		4.0	
1	243	1507.0		2.8329491652098255		9.002702835957892		0.8183497819935467		1525.0		9.058589954570976		6.79220771488163		1003.0		3.0019859068111985		5.523989370113238		0.7691549825902039		1003.0		5.523989370113238		3.939679142249834		0.0		3.0		0.0		0.0		3.0	
1	244	1466.0		2.9266022791220423		8.119618500322437		0.7501616221205968		1486.0		8.1738631921348		6.117439134379362		1003.0		3.182778013616626		5.5749076343494774		0.9240971251207254		1003.0		5.5749076343494774		3.972767933744239		0.0		5.0		0.0		0.0		1.0	
1	245	1512.0		2.94723884437454		8.20985934818433		0.8524730531259306		1524.0		8.164570180907027		5.995653273308224		1000.0		2.8210641709749784		4.12083201516776		0.7859704645406976		1000.0		4.12083201516776		3.16955972318056		0.0		1.0		0.0		0.0		0.0	
1	246	1442.0		2.9394615950259753		8.515596176292155		0.7456820495351895		1467.0		8.55102086919172		6.19470356885566		1002.0		2.7247270282072877		4.382030759403411		0.7755784771602939		1002.0		4.382030759403411		3.5737097846394894		0.0		4.0		0.0		0.0		4.0	
1	247	1422.0		2.872594868062256		8.213822181689988		0.8071934100183396		1445.0		8.18300966043132		5.964790518754958		993.0		2.9484360579010818		4.756973094114231		0.9706112211773288		993.0		4.756973094114231		3.740352498797848		0.0		4.0		0.0		0.0		2.0	
1	248	1491.0		2.868322143006928		8.78943307148404		0.8197067313732612		1504.0		8.742281405340117		6.315714343473745		993.0		2.913736466100784		4.611708845318406		0.8963015493440588		994.0		4.608140329126965		3.5278719655767494		0.0		0.0		0.0		0.0		2.0	
1	249	1456.0		2.9555404447176055		7.5940133992181496		0.9057583726407976		1482.0		7.604022532173194		5.638016608019887		997.0		3.145153870009738		5.330264788463952		0.8250303100166752		997.0		5.330264788463952		4.3201983506996715		0.0		3.0		0.0		0.0		3.0	
1	250	1492.0		2.864099246008605		8.955478543123949		0.7935846199901515		1500.0		8.968352818132335		6.306366699128743		993.0		2.942685205500775		5.515390023110211		0.8277117395760903		994.0		5.5138024117020255		4.105048653040045		0.0		1.0		0.0		0.0		1.0	
1	251	1506.0		2.9851535744410285		7.983245123437854		0.7859689698623293		1516.0		7.961926987817511		5.818068664241498		989.0		2.8907060130989337		4.96284509792103		0.7577645932182281		989.0		4.96284509792103		3.6761028613045803		0.0		1.0		0.0		0.0		1.0	
1	252	1488.0		3.0995311723417815		8.848818309959812		0.8604671201519605		1504.0		8.847504747380482		6.160280586408589		1004.0		3.133161832809264		5.568640614857515		0.9348527972699417		1004.0		5.568640614857515		4.4404675752256395		0.0		4.0		0.0		0.0		2.0	
1	253	1448.0		3.0259051139232804		8.258096986402666		1.0528160770315396		1463.0		8.213414735377025		6.04058797273642		992.0		2.958461661480011		4.740666426451446		0.7906552767490165		992.0		4.740666426451446		3.5920383518706656		0.0		3.0		0.0		0.0		2.0	
1	254	1466.0		2.8428496519850226		7.4547043767190475		0.7598666603062262		1486.0		7.497597302205171		5.789392232022341		986.0		2.9626561343203988		4.647191513249717		0.7518271341712421		986.0		4.647191513249717		3.622021228230108		0.0		4.0		0.0		0.0		2.0	
1	255	1496.0		2.902420816749663		8.931222076405254		0.7673428021075497		1516.0		8.990077291066338		6.328736995640251		992.0		3.0173215161249454		4.569806603126921		0.8061363265239507		992.0		4.569806603126921		3.790159035547919		0.0		3.0		0.0		0.0		1.0	
1	256	1479.0		2.934966302692736		7.605940277647168		0.8425097796021999		1496.0		7.611032196768727		5.641254378333906		1000.0		2.916197019133362		4.870594576161367		0.6759180690596013		1000.0		4.870594576161367		3.789560683592579		0.0		0.0		0.0		0.0		3.0	
1	257	1446.0		2.849223820640449		7.862739903599843		0.8505301234362956		1468.0		7.8454055470833515		5.7424825304544305		993.0		2.9692240102573613		4.726536951797575		0.957699535627646		993.0		4.726536951797575		3.7994454235991055		0.0		2.0		0.0		0.0		3.0	
1	258	1484.0		3.066799600066057		10.612111469602118		0.9791303436899689		1494.0		10.499347130596167		7.841860071817223		977.0		3.1936248570910397		5.2981977554473705		0.8780038857781618		978.0		5.292268233647593		4.18998756498178		0.0		0.0		0.0		0.0		2.0	
1	259	1501.0		2.9803623218615702		9.318259467669714		0.8480308792092011		1512.0		9.313246534236642		6.994145830972452		992.0		3.0019377396711566		4.92547141549311		0.8687317028119832		994.0		4.892017536769177		4.005481462544139		0.0		1.0		0.0		0.0		2.0	
1	260	1501.0		3.0065711118623692		8.92292811715695		0.8520096814641618		1513.0		8.934646384002953		6.755521017956811		995.0		2.9438723173519534		5.76943013932203		0.9312960682592251		995.0		5.76943013932203		4.205449992991644		0.0		0.0		0.0		0.0		2.0	
1	261	1458.0		3.078734485634968		10.648996742411367		0.8538692080877485		1476.0		10.582003287155137		7.914757781940933		1017.0		2.947885197132747		5.380933783182145		0.7125261654398592		1018.0		5.372912467250137		4.266310686640852		0.0		3.0		0.0		0.0		3.0	
1	262	1483.0		3.021504424236065		8.716939985009644		0.9372640748180374		1502.0		8.750330741237157		6.862373932574323		1005.0		3.0925594421224445		5.378572133410287		0.9814564925112712		1005.0		5.378572133410287		4.376905690241319		0.0		1.0		1.0		0.0		3.0	
1	263	1487.0		2.930209018419112		7.971072545058171		0.7524129341470327		1503.0		7.970326997357129		5.780219033742387		1006.0		2.9441026487174424		4.568047367948492		0.8520821948019541		1007.0		4.557372250438762		3.461146288728172		0.0		2.0		0.0		0.0		3.0	
1	264	1492.0		3.0032999980980155		9.430262157366801		0.8588032636401869		1509.0		9.41203647159704		7.064850928906835		997.0		2.976519104382156		5.943854128430388		0.7661667873149839		997.0		5.943854128430388		4.415927008696377		0.0		2.0		0.0		0.0		3.0	
1	265	1478.0		2.9221690966951774		8.178458085910282		0.8488555471564948		1496.0		8.148434723102884		6.057259437889813		995.0		2.9963238334598836		5.387017255089794		0.9622885829688591		996.0		5.3858730431376705		4.20134941107083		0.0		4.0		0.0		0.0		0.0	
1	266	1511.0		3.1488384179833577		8.886195381061947		1.0003695176548861		1528.0		8.926995140628934		6.546926304409946		1000.0		2.910808673615148		4.6922440387887185		0.8038667740913319		1000.0		4.6922440387887185		3.5865947260023088		0.0		0.0		0.0		0.0		2.0	
1	267	1446.0		2.858747788833157		8.241318253300513		0.7298516966842084		1470.0		8.263761460489578		6.110124472168405		997.0		2.788353449263698		4.863757892212514		0.7421778940750188		997.0		4.863757892212514		3.7853731901807626		0.0		3.0		0.0		0.0		3.0	
1	268	1488.0		2.948285830591511		9.774241115907826		0.9229760102222596		1511.0		9.812436167112203		7.053961194583911		996.0		2.865218781927875		4.925099946907386		0.8165001260708894		996.0		4.925099946907386		4.03680247053929		0.0		2.0		0.0		0.0		3.0	
1	269	1486.0		2.9577416521242528		8.636535794909511		0.8520276229890885		1492.0		8.593904747656364		6.572365919601435		973.0		2.9479658729378984		5.33906146769718		0.9439225695008135		973.0		5.33906146769718		3.9531211858503514		0.0		1.0		0.0		0.0		0.0	
1	270	1535.0		2.974466498465896		10.224585833976585		0.7947431785884171		1539.0		10.231272754765476		7.586624743263965		995.0		2.8750902006409333		5.856781909335884		0.7813194434201408		995.0		5.856781909335884		4.6182764284369044		0.0		0.0		0.0		0.0		0.0	
1	271	1493.0		2.970348219648256		8.4729086243245		0.7884045742465855		1508.0		8.453286310142532		6.319006273040582		1003.0		2.852462794281696		5.328799567703105		0.8495091723672089		1005.0		5.3223011156015145		3.9111737347645583		0.0		3.0		0.0		0.0		1.0	
1	272	1379.0		2.9726926966426386		7.77580713363099		0.8934253217574761		1405.0		7.7229081198086185		5.572854831152333		1000.0		2.9383201241995858		4.995824049376348		0.902933718174291		1001.0		4.979706467133947		3.832980381758865		0.0		5.0		0.0		0.0		2.0	
1	273	1482.0		3.0279456644078198		8.198983168499478		0.9955627983707738		1503.0		8.210629635983842		6.189335493686967		997.0		2.965211445408056		4.897611460587381		0.9181945674317856		997.0		4.897611460587381		3.9868297157695975		0.0		3.0		0.0		0.0		1.0	
1	274	1445.0		2.831600729224733		7.9312275378287636		0.799859731407198		1464.0		7.835513314256123		5.921828510564273		1008.0		3.017830472989099		5.266119824662298		0.8546794292859172		1008.0		5.266119824662298		4.122063751937632		0.0		3.0		0.0		0.0		1.0	
1	275	1444.0		3.0645714736422764		8.102574968670812		0.9792834639239266		1460.0		8.096237483000966		6.053753102214466		1000.0		3.022998102105745		5.089635751285125		0.8907500670503652		1000.0		5.089635751285125		3.8807289169354457		0.0		3.0		0.0		0.0		2.0	
1	276	1406.0		3.0366869439155084		8.611274630869792		0.8886746055464896		1422.0		8.602921620639966		6.536934720649865		977.0		2.9458550699130313		4.826137443486376		0.9122637248276703		979.0		4.827785284490163		3.825455836725352		0.0		2.0		0.0		0.0		3.0	
1	277	1498.0		2.988113726769274		8.855824611926971		0.8003336377242357		1507.0		8.808025885052599		6.627650631785992		982.0		3.0573831370810995		4.7956141053331605		0.8700203794274219		982.0		4.7956141053331605		3.7018267816512433		0.0		2.0		0.0		0.0		0.0	
1	278	1525.0		2.8632721185658094		7.567720880702121		0.7762793011412473		1534.0		7.541988872598122		5.729436547944951		1012.0		2.8363104516582895		4.502997037091787		0.7332365282061868		1012.0		4.502997037091787		3.498220465942606		0.0		0.0		0.0		0.0		1.0	
1	279	1520.0		3.107265277469986		9.62572836582428		0.9108712023960763		1535.0		9.62369963189158		7.014636004734553		1018.0		2.9718271179994833		5.452305670481894		0.8718657350031		1019.0		5.454706508273106		4.399816299548909		0.0		3.0		0.0		0.0		1.0	
1	280	1523.0		2.9559657430011965		8.813230758881241		0.9316374609513232		1537.0		8.705046804455066		6.5152516479889675		1006.0		3.025929727383348		5.930989318746985		0.9274295388610061		1007.0		5.930560084385653		4.990569724705923		0.0		1.0		0.0		0.0		1.0	
1	281	1513.0		2.8728366983636557		8.860817600297429		0.8147387564787704		1536.0		8.884059904795537		6.229815147013357		1007.0		2.8202215026859463		4.528841763771112		0.7375138345660263		1009.0		4.536208716863968		3.3186417571322604		0.0		2.0		0.0		0.0		2.0	
1	282	1389.0		3.0860976547086185		8.743482264418903		0.8488368775131218		1422.0		8.522285106762485		6.174786446436517		996.0		2.985521291731371		4.899255772369206		0.7473322900077257		996.0		4.899255772369206		3.840218852081187		0.0		4.0		0.0		0.0		3.0	
1	283	1453.0		3.0032975774954256		8.421472328324636		0.8949287470356109		1475.0		8.312409116313338		5.974126158962273		1001.0		2.866868379418318		4.730592527222293		0.7326510669623564		1003.0		4.737015785213733		3.6556780706444383		0.0		4.0		1.0		0.0		3.0	
1	284	1482.0		2.964554157299848		8.61360507396317		0.9370348787607692		1498.0		8.514036536978946		6.302115966800208		1001.0		3.0317349334484947		5.803683836543119		0.9683742379121951		1001.0		5.803683836543119		4.856377217009681		0.0		1.0		0.0		0.0		1.0	
1	285	1430.0		3.1216348919712718		8.880968548102764		0.9333060872122039		1454.0		8.856364657530408		6.6062363907255		991.0		2.8408925393826494		4.919799332844186		0.7838215512795972		992.0		4.914562118258429		4.065539473696017		0.0		7.0		0.0		0.0		0.0	
1	286	1507.0		3.0351145879610724		8.492960406909873		0.913020846455618		1518.0		8.432546750652776		5.942567589847509		1007.0		2.9705399661867014		4.930851716653354		0.8208051833536935		1008.0		4.93054027178868		3.951127913575473		0.0		2.0		0.0		0.0		0.0	
1	287	1481.0		2.921998321034823		8.53925550442727		0.9407513032471588		1498.0		8.578642003012009		6.667815343364252		997.0		2.897545786887102		5.312886510806318		0.7212331247784152		997.0		5.312886510806318		3.84662848733863		0.0		2.0		0.0		0.0		2.0	
1	288	1441.0		2.91686043968753		7.614263103216883		0.8618012020991033		1461.0		7.4124237083347095		5.148447065767419		1004.0		2.7057817321510464		3.6637798257765297		0.6796200150403541		1004.0		3.6637798257765297		2.898736941077941		0.0		1.0		0.0		0.0		3.0	
1	289	1424.0		2.9950657347464027		8.231389913214093		0.9150741650172205		1442.0		8.206179924548742		5.98968078852783		1001.0		3.102594658295177		5.213450211383901		1.0350468386388234		1003.0		5.211208711710396		4.016982881889484		0.0		1.0		0.0		0.0		5.0	
1	290	1481.0		2.9810498826859795		8.531050855093442		0.8365233551127732		1504.0		8.552024458521322		6.395874341246573		1013.0		2.9917650816232166		5.1749119867895805		0.7638462658319276		1014.0		5.171854322125304		3.841068871254286		0.0		3.0		0.0		0.0		3.0	
1	291	1478.0		3.015759761479808		8.405522087477102		0.8800956645238049		1499.0		8.348332906382938		5.882114656159811		1003.0		2.8252844904241963		4.473505437129073		0.7931790370746913		1003.0		4.473505437129073		3.405714208740698		0.0		4.0		0.0		0.0		3.0	
1	292	1463.0		2.855974366995634		8.540548581732283		0.7897956365050828		1484.0		8.535534105914959		6.231014523192326		1005.0		2.9423129048667622		5.510711099173136		0.8834254534976466		1005.0		5.510711099173136		4.422591696374004		0.0		2.0		0.0		0.0		4.0	
1	293	1472.0		3.078944889881285		9.95860018773183		0.8674372833843292		1489.0		9.929415688289327		7.174179311992085		991.0		2.991011129538477		5.740651222838257		0.7935640004457298		992.0		5.738754445724083		4.174932225507749		0.0		2.0		0.0		0.0		1.0	
1	294	1495.0		2.9572454548091325		9.069596859334398		0.8676874424000076		1511.0		9.05825336016994		6.328445093393051		1004.0		2.7901653987817516		4.719808524869325		0.775501142684556		1004.0		4.719808524869325		3.8504397705205946		0.0		1.0		0.0		0.0		3.0	
1	295	1496.0		2.779110842756991		8.163396818876679		0.7403010183838248		1510.0		8.134899227541391		6.066828461405887		992.0		2.9077362670329427		5.257740256524173		0.8026513716449154		992.0		5.257740256524173		3.923551722099198		0.0		1.0		0.0		0.0		1.0	
1	296	1465.0		3.0398988694362266		7.692033167659872		0.8498331241583617		1480.0		7.600705847826751		5.528043636183406		993.0		2.931546424268667		4.503683960235685		0.8893080896584389		993.0		4.503683960235685		3.424061859841978		0.0		0.0		0.0		0.0		3.0	
1	297	1508.0		2.936299663309633		8.69062408210382		0.8013756696842553		1531.0		8.644624063518547		6.186532022856751		1003.0		2.865817654820809		4.631271890460019		0.8443205745664498		1003.0		4.631271890460019		3.6605270844619637		0.0		2.0		0.0		0.0		3.0	
1	298	1466.0		2.940472664182067		8.206106366499625		0.8471590604316037		1482.0		8.19227355752304		6.058015728845501		1008.0		2.956985809629279		5.639862709950159		0.8021267959680148		1008.0		5.639862709950159		4.515058983839695		0.0		3.0		0.0		0.0		1.0	
1	299	1457.0		2.936212437106905		7.9153277102990085		0.8561060426835388		1473.0		7.944255380939207		5.965333304255866		1008.0		2.9670895250244467		5.5239187810862145		0.780321664309494		1008.0		5.5239187810862145		4.080743425107767		0.0		3.0		0.0		0.0		1.0	
1	300	1445.0		2.930761133166195		8.442524069562117		0.9029782353891419		1462.0		8.450792230629027		6.326191673944846		1007.0		3.0327112625578962		5.578510790782877		0.8762468733616704		1007.0		5.578510790782877		4.156873993394646		0.0		3.0		1.0		0.0		2.0	
1	301	1495.0		2.9490828853378974		8.424077608285911		0.8691126526182809		1512.0		8.431312546733668		6.18559172666363		988.0		2.929218501184865		5.303357487282418		0.7784048055248334		988.0		5.303357487282418		4.313494127941285		0.0		1.0		0.0		0.0		2.0	
1	302	1547.0		3.0334219667849327		10.046970798933868		0.9182106001365988		1560.0		10.031544785729038		7.46243717060521		1015.0		2.8216075485502845		5.115509615070577		0.6862082069330978		1015.0		5.115509615070577		3.8213309858706084		0.0		1.0		0.0		0.0		0.0	
1	303	1499.0		3.040833012996575		10.215314551917277		0.9072731688706255		1516.0		10.009687010044734		7.073841649543023		1005.0		3.0576389856565545		5.6266441544313865		0.7314237518476451		1009.0		5.52717686440244		4.12969076844499		0.0		3.0		0.0		0.0		1.0	
1	304	1467.0		2.892360539907556		8.058341433762326		0.7634123321742394		1480.0		7.998940528966843		5.550201740644486		985.0		2.9543916309610223		4.952842009422993		0.8042623882442562		986.0		4.954966194934747		3.821001011511231		0.0		1.0		0.0		0.0		2.0	
1	305	1533.0		2.9091774903733443		9.255615674189889		0.7130618928946295		1539.0		9.214221270192304		6.516699795693335		1006.0		2.9051107014060613		4.92931568897248		0.8306275180116809		1007.0		4.915384258719507		4.09076098525715		0.0		1.0		0.0		0.0		0.0	
1	306	1472.0		2.9399887456012066		8.532309433541787		0.7310448359824814		1494.0		8.528532399948267		6.099408537100715		1018.0		2.962082381746682		5.908810106682724		0.9201987914064989		1019.0		5.912380471930353		4.1904246936347205		0.0		6.0		0.0		0.0		1.0	
1	307	1511.0		2.8843354186556907		8.164295239040275		0.807185656101978		1521.0		8.092624212994139		6.173102548324594		1000.0		3.0002590553554596		5.449093719970571		0.864646122679602		1000.0		5.449093719970571		3.968988397858829		0.0		1.0		0.0		0.0		0.0	
1	308	1483.0		2.914357517083803		8.654242927417016		0.8168659460943333		1490.0		8.626616040655827		6.508678919099986		983.0		2.84633528388975		5.337243539705571		0.8412964706636887		983.0		5.337243539705571		4.22200164881195		0.0		2.0		0.0		0.0		1.0	
1	309	1479.0		2.973900605600152		8.893736785776099		0.9042142205748773		1495.0		8.877846416579638		6.208760489580682		1010.0		2.9697134431481826		5.653788237934454		0.7848071010907959		1012.0		5.644182657245998		4.494238131042236		0.0		2.0		0.0		0.0		2.0	
1	310	1514.0		2.802354824807436		8.669331455074511		0.706923134678219		1526.0		8.631814399176724		6.072583425759095		998.0		3.0388056117822644		5.246388449380214		0.8080791035190902		999.0		5.2231172099205345		4.270223363394387		0.0		2.0		0.0		0.0		0.0	
1	311	1512.0		2.9461115695764524		7.784546480770833		0.8404684994451866		1525.0		7.749716297914132		5.742823481512349		1002.0		2.8987084231581277		5.04769923415672		0.8497006514476344		1007.0		5.059778429919976		3.9625539968505827		0.0		1.0		0.0		0.0		2.0	
1	312	1450.0		3.0234125139732937		9.185943383049953		0.9685474262266258		1477.0		9.171620057874526		6.7802130399271725		997.0		3.1144197862186043		4.959892880444246		0.9367495442587115		997.0		4.959892880444246		3.8541968675652387		0.0		3.0		0.0		0.0		3.0	
1	313	1431.0		2.9522200819424658		9.305474781360536		0.8125827012918394		1447.0		9.20039154763942		6.755811174219147		997.0		3.001312183499155		5.920558058861076		0.844564865092088		997.0		5.920558058861076		4.442204998350959		0.0		2.0		0.0		0.0		2.0	
1	314	1511.0		2.94920349065423		8.52459108555086		0.8810314711906518		1519.0		8.49861311879639		6.110973090376551		983.0		2.917336062042572		5.598123975624074		0.8074727560410436		983.0		5.598123975624074		4.495969311344521		0.0		2.0		0.0		0.0		0.0	
1	315	1479.0		3.0235853667026293		8.755899475350397		0.9514990775097981		1500.0		8.710637707447242		6.153096247525503		1015.0		2.812199471720004		4.993841973067121		0.7461581860379621		1015.0		4.993841973067121		3.7352654845294024		0.0		3.0		0.0		0.0		4.0	
1	316	1497.0		2.91941236413114		8.75874294624938		0.7764016277409538		1509.0		8.756692961678333		6.738796952986637		991.0		2.992320263791299		5.201207848922002		0.7945185139726797		992.0		5.197856076021494		3.7776307546207204		0.0		4.0		0.0		0.0		0.0	
1	317	1466.0		2.962881247274462		7.72937153527129		0.8713180608498391		1483.0		7.6695328378151215		5.795679654764573		990.0		2.92165057357013		4.977960033158551		0.7879767835815827		991.0		4.980731999542344		3.7406691365808764		0.0		1.0		0.0		0.0		2.0	
1	318	1497.0		2.8716202380677562		8.767051643894016		0.7588246866449581		1512.0		8.818370026831564		6.276294472529297		1008.0		3.045986213269327		5.119605457295503		1.039877248676523		1008.0		5.119605457295503		4.0456978131066865		0.0		4.0		0.0		0.0		1.0	
1	319	1409.0		3.0144377657884283		7.912097880484786		0.7922541150053938		1431.0		7.840481948233522		5.783290788788674		1008.0		3.0714776315117325		5.193901070001811		0.8821439469363064		1008.0		5.193901070001811		4.208069982836073		0.0		4.0		0.0		0.0		3.0	
1	320	1466.0		3.0261150223146074		8.735853631456736		0.8634088700423254		1488.0		8.668950756296697		6.849392613509106		1001.0		2.9294376774647115		4.664891297652963		0.8756943498587962		1001.0		4.664891297652963		3.569567996030279		0.0		2.0		0.0		0.0		2.0	
1	321	1477.0		2.837318882842348		8.793792571727847		0.8661316039969726		1500.0		8.733723211535679		6.421139786385365		1014.0		2.884648900313094		6.3017377927670655		0.876716367709262		1015.0		6.305124393645375		4.861654612374181		0.0		4.0		0.0		0.0		3.0	
1	322	1517.0		2.929473939611366		8.373378509754328		0.8239401599805569		1530.0		8.388446995941964		6.393290911444179		1000.0		2.9555811216804644		5.374287477496048		0.860734256596263		1001.0		5.3744997339952985		3.9874334834048097		0.0		1.0		0.0		0.0		0.0	
1	323	1453.0		2.915303922715628		8.120633348183478		0.8237621351640789		1471.0		8.09378446327356		5.99269447467022		1000.0		2.8864428356648713		4.942438823918463		0.8937772215575837		1000.0		4.942438823918463		3.8836257066851103		0.0		1.0		0.0		0.0		3.0	
1	324	1353.0		2.9430180217168598		7.784563454638975		0.9238943573803631		1381.0		7.77397444661299		5.7944421839187195		1011.0		3.0014424613304502		5.2498336432116295		0.9063840018045325		1011.0		5.2498336432116295		4.361107968466182		0.0		3.0		1.0		0.0		5.0	
1	325	1430.0		2.9673225484039336		8.25373082566884		0.8936603419473411		1458.0		8.31858987045686		6.275282199009766		989.0		2.871505064743934		5.424373711313859		0.8582908815047628		989.0		5.424373711313859		4.026965650447774		0.0		3.0		0.0		0.0		4.0	
1	326	1487.0		2.9702630579946603		9.93353336342677		0.8882254090574403		1503.0		9.872348895153895		7.417930018991236		999.0		2.9409921441409375		5.306794178007058		0.889170083533439		1000.0		5.311561772301345		4.011564355436638		0.0		2.0		0.0		0.0		2.0	
1	327	1511.0		2.8787281068917987		9.233501602727712		0.8198821517877218		1528.0		9.225281573696929		6.3041799726509415		1013.0		3.074866370366749		5.9664194331516445		0.9848560771512453		1014.0		5.944534005204351		4.339864013079251		0.0		3.0		0.0		0.0		1.0	
1	328	1487.0		2.9996091653456434		9.374429832739516		0.860436128192557		1502.0		9.339478692626612		6.6370800048096745		997.0		2.8910152356828664		4.880546633720596		0.8458958846067097		997.0		4.880546633720596		3.840058663982343		0.0		0.0		0.0		0.0		3.0	
1	329	1535.0		2.9217106529847823		8.818082312900732		0.8468450385241482		1547.0		8.768923215972514		6.291958904169041		1007.0		2.809678378200577		4.635132502224071		0.7678751212939304		1007.0		4.635132502224071		3.4656340071567535		0.0		4.0		0.0		0.0		1.0	
1	330	1500.0		2.987674776478245		10.028322900632665		0.8674252931799559		1511.0		10.003171466791356		7.3455314178928575		993.0		2.8256398427429117		5.018889043224977		0.7605842040530679		995.0		5.020086895169596		3.985266556565874		0.0		0.0		0.0		0.0		2.0	
