Scenario	Replication	[StatsEaten3].NumberProcessed		[StatsEaten3].SampleAverage/1[min]		[StatsEatenQueue3].SampleAverage/1[min]		[StatsEaten3].SampleStandardDeviation/1[min]		[StatsAttempt3].NumberProcessed		[StatsAttempt3].SampleAverage/1[min]		[StatsAttempt3].SampleStandardDeviation/1[min]		[StatsEaten5].NumberProcessed		[StatsEaten5].SampleAverage/1[min]		[StatsEatenQueue5].SampleAverage/1[min]		[StatsEaten5].SampleStandardDeviation/1[min]		[StatsAttempt5].NumberProcessed		[StatsAttempt5].SampleAverage/1[min]		[StatsAttempt5].SampleStandardDeviation/1[min]		[StatsEaten6].NumberProcessed		[StatsEaten6].SampleAverage/1[min]		[StatsEatenQueue6].SampleAverage/1[min]		[StatsEaten6].SampleStandardDeviation/1[min]		[StatsAttempt6].NumberProcessed		[StatsAttempt6].SampleAverage/1[min]		[StatsAttempt6].SampleStandardDeviation/1[min]		[RejectedTwice1].NumberProcessed		[RejectedTwice2].NumberProcessed		[RejectedTwice3].NumberProcessed		[RejectedTwice4].NumberProcessed		[RejectedTwice5].NumberProcessed	
1	23	545.0		2.810159494175015		11.907949490444388		0.8026240652270197		595.0		12.520987281459487		8.902256672733508		654.0		2.9338761713248567		13.343522815443855		0.9417012723539847		694.0		13.064307262475507		8.583908240561469		733.0		0.7091736978008327		3.818296440920918		0.3960881339490303		733.0		3.818296440920918		2.4821200090818416		5.0		0.0		9.0		11.0		13.0	
1	24	655.0		2.7545028914889382		13.18909037470228		0.8229652308355607		702.0		13.20586711969157		9.072280824977206		642.0		2.892795200046223		13.718632862315582		0.8786787537434921		681.0		13.679661975187095		9.110870289057058		745.0		0.7751637837101005		4.033132832205916		0.42083617285412084		745.0		4.033132832205916		2.8539903850322905		4.0		0.0		9.0		12.0		11.0	
1	25	543.0		2.8351176853544215		13.392462943009662		0.8977042384280572		596.0		13.567522771478755		10.013742376316268		530.0		2.954881349080108		13.30331526933778		0.9179211411170609		575.0		13.475915625581015		10.829717060272369		738.0		0.6677725321124278		3.686475892249087		0.47241917736814903		738.0		3.686475892249087		2.4567555641332617		7.0		0.0		9.0		12.0		13.0	
1	26	586.0		2.8678292487164394		13.07068160863638		0.8417357568624639		637.0		13.479310808337942		9.409587112830932		602.0		2.7534746584400938		11.66298651497335		0.927246296321031		643.0		12.316070022840693		9.512458449974591		746.0		0.6883808531710226		2.993055961833647		0.3676919053582845		746.0		2.993055961833647		2.230587365385718		6.0		0.0		9.0		11.0		12.0	
1	27	616.0		2.75259843928013		13.769056252379391		0.8101966098339983		666.0		14.674566632652924		10.763891879487266		581.0		2.814637608926665		13.886691802436577		0.9510167993854437		623.0		14.078483938240847		11.107155460246235		749.0		0.7600727766497312		5.0394755719786986		0.3491547810340636		749.0		5.0394755719786986		3.3561106437448998		5.0		0.0		7.0		13.0		12.0	
1	28	571.0		2.8349190565853877		13.329044385338143		0.9184058337863542		618.0		13.707842125096308		10.109942369859176		627.0		2.9354705995288435		14.226351312821967		0.9593100958063796		669.0		14.343783760841154		10.26385687576277		751.0		0.6676257365050257		3.096691541769579		0.34712526781685543		751.0		3.096691541769579		2.175207661606441		5.0		0.0		7.0		13.0		13.0	
1	29	507.0		3.067582192888295		12.590350709074787		0.9918848357154256		559.0		12.819134388962393		10.331075366087232		627.0		2.864113470304498		14.491822091564767		0.8597223015032918		670.0		14.264570156057557		10.732683203041969		748.0		0.724319593705626		3.6169074367365552		0.3735725883559887		748.0		3.6169074367365552		2.428375685803236		6.0		0.0		10.0		13.0		12.0	
1	30	639.0		2.7218857295420733		14.059890332438789		0.8545758138785884		688.0		14.365697246800472		10.128279493591513		668.0		2.739081303740302		13.744787504057081		0.7644346198462536		705.0		13.832380995033414		10.373441236374799		743.0		0.7215905581628823		3.730582990764083		0.3607988687554974		743.0		3.730582990764083		2.5696282500985483		4.0		0.0		7.0		11.0		13.0	
1	31	576.0		2.9148040809703346		12.400817775894648		1.0786500889621349		621.0		12.700135173932543		10.22045878831588		615.0		2.9782951613660256		13.393242699559199		1.0097753892076788		658.0		13.175743278215297		9.719827775016203		739.0		0.8459424566142648		4.588935938096429		0.7607575052611862		739.0		4.588935938096429		3.2345859800315226		5.0		0.0		7.0		12.0		13.0	
1	32	550.0		2.9990785708125838		12.840574142669478		1.0969486345287263		594.0		13.440045481592437		10.863017241946924		620.0		2.9677539619229067		13.80601394594069		1.0187755566897627		663.0		13.889557228798544		8.60061526496819		741.0		0.6889790685187956		4.124895091648025		0.493549691146929		741.0		4.124895091648025		2.9784741666903143		4.0		0.0		7.0		13.0		12.0	
1	33	648.0		2.885362311435808		13.738603736396131		0.9554192071537279		690.0		13.65475035703601		8.898078557471214		603.0		3.0750635279967127		13.015097112747126		0.8517762582116021		640.0		12.999377256275555		9.170156699409272		746.0		0.7689179833827121		4.36319935068913		0.39035221490545774		746.0		4.36319935068913		2.7948211179509133		4.0		0.0		5.0		12.0		12.0	
1	34	560.0		3.1325404953466913		14.89479748730133		1.0813996538327426		604.0		15.694874942436256		11.282954966730177		655.0		3.0705217561284934		14.122199091873663		1.0765984462172609		693.0		14.09690417084563		10.043077720430922		744.0		0.7292322060812634		3.6233853831489458		0.3865300155892631		744.0		3.6233853831489458		2.632379596713924		4.0		0.0		8.0		13.0		13.0	
1	35	646.0		2.859526510232418		13.352555286183561		0.9500704742123823		694.0		13.388434653578958		9.543399453151913		638.0		2.872043200917391		12.487654021784927		0.9987619367415499		678.0		12.633966037249143		8.596341757934287		745.0		0.7412868224288682		3.688127286446209		0.42877249749703467		745.0		3.688127286446209		2.129991855317251		6.0		0.0		8.0		12.0		12.0	
1	36	615.0		2.899236930522739		13.063969544071147		0.7858533956231492		664.0		12.804403288230157		8.7617589711559		526.0		3.0170996608584466		12.301011093762916		1.0669240332006729		570.0		12.422711431576534		8.843854187024302		744.0		0.6834248245895116		3.375041300848854		0.3023181775769538		744.0		3.375041300848854		2.2673484939552755		7.0		0.0		8.0		12.0		12.0	
1	37	559.0		2.978919497604996		13.08918526637633		1.0906352851335415		607.0		13.678263305995017		10.905743021981426		619.0		2.920104185641845		14.247931381475686		0.8046245255949367		661.0		14.359488705353064		9.959844639241341		738.0		0.7010285825641669		3.4614937725007326		0.36779574838291096		738.0		3.4614937725007326		2.5808264639123464		5.0		0.0		9.0		13.0		12.0	
1	38	612.0		2.813887348779327		15.324475020872812		0.8394062471592553		653.0		15.652802266411078		10.405456485571602		622.0		2.7765723146856387		13.615691498425463		0.8543096988561162		661.0		13.809352816124013		9.835692737037846		733.0		0.7688265042739506		4.027326761744099		0.3591906206013186		733.0		4.027326761744099		3.1211063148939036		7.0		0.0		5.0		12.0		13.0	
1	39	628.0		2.894981325177116		13.325965663711562		0.8907346997034257		672.0		13.463663829226384		9.791691101605275		599.0		2.9444995436697003		15.02495247700309		0.9117878639875404		639.0		15.157304073463926		11.178056372424658		739.0		0.8691373149145151		4.291231218105151		0.5900753058402279		739.0		4.291231218105151		3.3747736786806573		5.0		0.0		5.0		10.0		12.0	
1	40	627.0		2.855080042586241		13.581205294687857		1.0272179086208066		671.0		13.86685951321037		9.997881510967847		617.0		2.9355782963957022		13.755622396455982		0.9631211986382728		660.0		13.942791125043312		9.568105734391713		749.0		0.6545057928406197		3.0915940596482456		0.3386501968729363		749.0		3.0915940596482456		2.210021322307254		6.0		0.0		7.0		12.0		12.0	
1	41	603.0		2.9134913243293092		13.251093269470894		0.9501503438907294		652.0		13.66299880054729		10.628458513679464		597.0		2.727103472097132		12.959088409064075		1.0319373561512546		634.0		13.20948010853844		10.760666277646065		740.0		0.7177245205354644		3.7393247752128937		0.351166469975388		740.0		3.7393247752128937		2.6136598830870974		4.0		0.0		7.0		12.0		13.0	
1	42	553.0		2.896223527163364		12.40189820813302		1.081005118525032		602.0		12.660691317792223		10.078465694329816		646.0		2.678705788118505		12.799379710233017		0.9492072329658914		685.0		12.947755274896734		9.288119978071416		746.0		0.7435493051617421		3.578594056019264		0.4637235348353547		746.0		3.578594056019264		2.597387142413538		4.0		0.0		8.0		13.0		12.0	
1	43	600.0		3.0080056981467957		12.790843045662102		0.82145296588939		649.0		12.94488606899137		9.437375717289202		649.0		2.950547656893693		13.575170778946266		0.9567957114314062		691.0		13.687932161271252		9.885041250441322		736.0		0.7549354472246106		4.159503076631482		0.4260054552758024		736.0		4.159503076631482		2.762954992853509		4.0		0.0		8.0		11.0		12.0	
1	44	488.0		2.868025087519503		13.850146140374964		1.0633656721417841		543.0		14.375401896497577		10.830847873776898		589.0		3.019962890546379		13.948003926468003		0.920807933470007		631.0		14.325706569595324		10.62612477872914		746.0		0.7852487656660915		4.5202817709361005		0.37672918508975534		746.0		4.5202817709361005		2.8680918727538707		5.0		0.0		11.0		12.0		13.0	
1	45	580.0		2.8177282822504566		13.231269763741938		0.953007637543059		625.0		13.51624104389936		10.898726317526439		633.0		2.7440297118587185		13.69047381409823		0.7195298417093959		670.0		13.784503403192128		9.148119919377462		731.0		0.7322621823945449		4.674588947870095		0.370008827283174		731.0		4.674588947870095		3.187345922176812		5.0		0.0		7.0		12.0		13.0	
1	46	593.0		2.6874607536630224		12.545187987954769		0.8239999094586127		643.0		12.848997604053208		10.18237629798106		598.0		2.7636595248736944		13.144094388894603		0.8915393432986605		645.0		13.352804244584886		8.944689435784754		740.0		0.7524784351285257		4.540348045384008		0.5203418175942136		740.0		4.540348045384008		2.92119339840608		7.0		0.0		9.0		13.0		12.0	
1	47	614.0		2.855882131520665		12.847846240534587		0.8812775149702962		659.0		13.431083112573466		10.362986464779793		590.0		2.9410023183836764		13.787772849713873		0.9685802427267339		630.0		13.994328751371535		10.44853259402768		734.0		0.6682687230597729		3.5743101042300207		0.3940204577068469		734.0		3.5743101042300207		2.1002690561397883		5.0		0.0		7.0		12.0		13.0	
1	48	570.0		2.9100744783795185		12.313950832708842		1.148939951414976		620.0		12.466699080305691		9.212036175994045		619.0		2.891458361242321		14.897012084272465		0.8707773614146807		657.0		14.883944082384033		10.770208875697081		754.0		0.6838945776915984		4.029105039018315		0.31571376511719235		754.0		4.029105039018315		2.6234934394431946		3.0		0.0		9.0		13.0		12.0	
1	49	604.0		2.981412071039959		13.38840922561308		0.8668797445924875		652.0		13.347526721189967		9.580601009868293		538.0		3.0465591411442507		12.825302393909181		0.9920177259350658		579.0		13.533219919974234		10.208501064848985		746.0		0.7140930658599677		3.292801391740622		0.3855560999238646		746.0		3.292801391740622		2.2827911730113772		5.0		0.0		8.0		13.0		13.0	
1	50	601.0		2.8993569554371392		13.431390436017658		0.9187493080952025		651.0		13.84730156849278		9.544977905502106		657.0		3.082921648980838		14.102967635514137		0.7621560506580889		697.0		14.354998375820275		9.41616621426125		748.0		0.6826546256938698		3.255039863413349		0.3255303935974451		748.0		3.255039863413349		2.0991624451657582		3.0		0.0		8.0		12.0		13.0	
1	51	560.0		2.8353967237613724		14.533614706263569		0.9280170859925786		612.0		14.453218877239102		11.129670986299839		636.0		2.675319631320841		13.731480291487507		0.7501439328069645		674.0		13.825097049767423		10.763124891959487		745.0		0.7043155242166663		3.420920725906037		0.4370980544885504		745.0		3.420920725906037		2.434256834137501		4.0		0.0		11.0		12.0		12.0	
1	52	570.0		2.8254501293738112		12.294862800565614		0.9147457575943329		620.0		12.699462711248255		9.334203431307905		546.0		2.9179064258124128		10.947958913861545		0.939838577678355		586.0		11.315630067855077		9.037540801161757		756.0		0.6767405726795864		3.359886573822957		0.3410973051990526		756.0		3.359886573822957		1.953730543005342		6.0		0.0		10.0		12.0		13.0	
1	53	581.0		3.0609703270464568		13.621829365969047		1.2095402539109412		628.0		13.379078941475646		8.744218529852338		643.0		2.7261192320953826		12.057210468212446		0.8554915995281801		682.0		11.991427643077426		8.659141038192116		746.0		0.7085754347762895		3.796501248932799		0.3375759778045167		746.0		3.796501248932799		2.3761292630418884		4.0		0.0		8.0		12.0		12.0	
1	54	577.0		2.9763651524643095		12.129859579286272		0.8771190523407725		623.0		12.631914491404867		9.281119519932167		655.0		3.0133496065011895		13.081107127524245		0.8812031275750061		700.0		13.202467180802758		9.370509492063798		752.0		0.8131154297929302		4.197374714543608		0.4771090056280929		752.0		4.197374714543608		2.951955244585339		5.0		0.0		8.0		13.0		13.0	
1	55	602.0		2.957890637423843		14.012556114936599		0.983305215637443		647.0		13.99928920887542		10.680877380738162		607.0		2.933883551640912		15.467101845450674		0.8669122058790192		648.0		14.882942319446466		11.5328822770033		727.0		0.7042296979393987		3.7089722003265395		0.4756382963086263		727.0		3.7089722003265395		2.6193676617541244		4.0		0.0		5.0		13.0		13.0	
1	56	544.0		2.9888724318433004		12.273322221194803		0.9229082922798667		594.0		12.72799286393126		9.535098699730012		641.0		2.82908919654171		12.431375981880604		0.8266729018948822		685.0		12.66804859141022		9.92145960548328		745.0		0.7668392400193407		3.8576077309649404		0.40550315561952005		745.0		3.8576077309649404		2.819754180050654		7.0		0.0		11.0		12.0		11.0	
1	57	635.0		2.9715753262642215		12.997454632755941		0.8559772373537291		680.0		13.187505241994144		9.080083778532886		706.0		2.7257691865427107		12.795520257957117		0.8220285966701533		750.0		12.90216153095645		8.423005930197439		739.0		0.7579411580319736		3.7875107990763777		0.39415641471688445		739.0		3.7875107990763777		2.638705875846447		5.0		0.0		6.0		12.0		13.0	
1	58	637.0		2.8851539371712507		12.400125323195136		0.881784356219555		681.0		12.785538500651406		8.515462872523912		637.0		2.8250583458703575		14.419102478770762		0.8302042229414048		679.0		14.670789628589867		10.159192164054405		738.0		0.7598971712959617		3.6566333572976695		0.45602162127214146		738.0		3.6566333572976695		2.4258933129340194		6.0		0.0		7.0		12.0		13.0	
1	59	542.0		2.772143717409529		12.372823961523334		0.9016179331888589		602.0		12.500139290006667		9.019795057427801		648.0		2.8809683076360857		14.128148790147735		0.8730928379098243		687.0		14.249829047454648		9.678930683038887		752.0		0.6795714609729546		3.225498059999772		0.36375523270867816		752.0		3.225498059999772		2.218144429004798		4.0		0.0		12.0		12.0		13.0	
1	60	592.0		2.827149332618964		13.633353700741772		0.9591990745155468		647.0		13.857085484586854		10.465807541005127		600.0		2.905661105940534		14.556136509056461		0.967483052369628		642.0		14.689558684143783		10.556084499676162		754.0		0.8122415142559495		4.423500391153406		0.4833906984706165		754.0		4.423500391153406		3.2311250148895323		4.0		0.0		10.0		13.0		13.0	
1	61	655.0		2.8709370321903553		13.892202600440505		0.9509170031646055		698.0		13.984279651760513		10.044661135496533		689.0		2.7647049291561987		14.210047243782952		0.8098568145785906		728.0		13.799306621675418		9.816952046724333		745.0		0.773701539912424		4.080127426067057		0.391229834038709		745.0		4.080127426067057		2.629928548333398		4.0		0.0		7.0		12.0		12.0	
1	62	657.0		2.8068227638226735		13.938522942348955		0.9024708317912407		704.0		13.93808898507183		9.189703779865768		621.0		2.9117689054410003		13.692990888490494		0.8177660021616351		661.0		13.960041950491034		10.74685145384339		745.0		0.7677269337827003		4.2705499113212575		0.3839987296509275		745.0		4.2705499113212575		2.9426625273914024		4.0		0.0		5.0		12.0		13.0	
1	63	557.0		2.9613115033735373		14.371323148092602		1.0575694213278768		603.0		14.269946981409436		10.98933722922224		528.0		3.1005833197519594		12.453499661692062		0.9678162584922974		569.0		12.717828659005745		8.289408007351687		734.0		0.8843750267533481		4.300417755304557		0.5449382925361422		734.0		4.300417755304557		2.9139161236635926		6.0		0.0		9.0		13.0		13.0	
1	64	583.0		2.829782407769092		11.842089729652338		0.9977945540050402		631.0		12.086706402492922		7.940578031590878		655.0		2.794166061077458		12.914680348293778		0.8443224875968451		693.0		13.197450304204153		8.364607093865088		747.0		0.7018450581256768		3.4084441413373887		0.43948396874634166		747.0		3.4084441413373887		2.5678668212205165		5.0		0.0		7.0		13.0		13.0	
1	65	574.0		2.922652892558262		12.733309331061593		0.905750103446411		627.0		13.227979732427704		9.969591605809589		602.0		2.920899818981744		14.335696930628023		0.850729624117663		647.0		14.48868117091319		9.914095956355169		747.0		0.6907500801060318		4.252881713904736		0.3808239437397954		747.0		4.252881713904736		2.467004896713666		7.0		0.0		11.0		12.0		12.0	
1	66	571.0		3.0470838108101495		13.877432260973636		1.0567522146209092		616.0		14.573123205197495		10.854584661841601		628.0		2.962926185748786		14.908801389691686		0.8496406385105585		668.0		14.999568697459953		10.808037164191251		745.0		0.7510185148219873		3.477522627666223		0.4433252633256485		745.0		3.477522627666223		2.3773247158314925		5.0		0.0		7.0		11.0		12.0	
1	67	578.0		2.7460298569718002		12.975244279318057		0.8590506582152211		627.0		13.365005991430763		9.582562629122616		700.0		2.700083388777119		14.593301399293711		0.8257193076783877		739.0		14.725133257205927		10.0242683050329		751.0		0.6512804001072056		3.2528783092794145		0.3156799058624927		751.0		3.2528783092794145		2.2053982344100467		5.0		0.0		8.0		11.0		13.0	
1	68	620.0		2.873190019658296		13.857989046542546		0.925909384917886		669.0		13.977559890629358		9.655738187827772		605.0		3.0021278111855594		13.319912670214615		0.9645025930825948		645.0		13.718716392845606		10.62161134881387		742.0		0.6371411127718112		3.2655791863563337		0.3077366414740062		742.0		3.2655791863563337		2.3269664816850013		3.0		0.0		8.0		12.0		12.0	
1	69	571.0		2.8647888201345655		13.518780876635313		0.866588222946873		623.0		13.437235410201758		10.109805606748825		686.0		2.7933999181256643		13.943771736084415		0.7715235936072625		724.0		14.07969968569925		9.446171576451206		755.0		0.7302102058468785		3.9117182350151434		0.3660207655782977		755.0		3.9117182350151434		2.5629149048991313		3.0		0.0		11.0		13.0		12.0	
1	70	542.0		2.9000664751081837		13.321795194100643		0.8472267218682253		591.0		13.666259278767848		10.23982315922005		669.0		2.812898678517445		14.315324615572157		0.7624386475503759		711.0		14.210137010886212		10.12773557702909		730.0		0.6484691181425825		3.3414033815174333		0.2894708899449107		730.0		3.3414033815174333		2.3861802947861737		5.0		0.0		8.0		12.0		13.0	
